Equipment,Map Section,SL ID,Old SL ID,House No.,Street,City,Rate,Lamp,Luminaire,Bracket,Support,Connection,Valid From Date,Lamp Date,Luminaire Date,Bracket Date,Support Date,Connection Date,Longitude,Latitude
1001069696,PA,23154,P028263,,UNDERWOOD RD,HOMEBUSH,1,SON1*400 AR,400W SON ACTIVE REACTOR,2.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,17/01/2017,28/05/2014,16/09/1991,16/09/1991,16/09/1991,151.0773711,-33.8543613
1001069701,PA,23156,P028258,,UNDERWOOD RD,HOMEBUSH,1,SON1*250,250W SON,2.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,20/05/2014,23/02/2010,16/09/1991,16/09/1991,16/09/1991,151.0776874,-33.8545307
1001069706,PA,23157,P028264,,UNDERWOOD RD,HOMEBUSH,1,SON1*400,400W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,17/01/2017,16/09/1991,01/11/2005,16/09/1991,16/09/1991,151.0776736,-33.8541452
1001069735,PA,25115,P028262,comments,AUSTRALIA AVE,HOMEBUSH,1,SON1*250 AR,250W SON ACTIVE REACTOR,NIL,COLUMN 10.5M-13.5M,UGR1,01/07/2020,22/08/2018,22/08/2018,28/02/2017,16/09/1991,28/02/2017,151.0768883,-33.8537478
1001073728,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073773,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073777,SY,0,P028001,,CAHILL EXP,SYDNEY,3,MBF1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001073800,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073808,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073812,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073818,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073822,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073826,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073830,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073834,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073838,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073842,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073846,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073850,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073854,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073860,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073865,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073869,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073873,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073876,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073880,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073884,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073888,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073892,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073896,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073900,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073904,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073908,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073912,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073916,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073919,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073924,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073926,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073930,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073934,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073938,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073942,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073946,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073951,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073958,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073986,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073990,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073994,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001073998,SY,0,,,CAHILL EXP,SYDNEY,3,SON1*250,250W SON,2.5,COLUMN 7M-10M,UG2,01/07/2020,01/10/2007,01/10/2007,01/10/2007,01/10/2007,01/10/2007,,
1001074372,PY,0,P274459,,GRANDVIEW ST,PYMBLE,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/06/1972,05/06/1972,05/06/1972,05/06/1972,05/06/1972,,
1001074390,PY,0,P274479,,ROHINI ST,TURRAMURRA,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/06/1972,05/06/1972,05/06/1972,05/06/1972,05/06/1972,,
1001074408,PY,0,P274544,,PEARSON AV,GORDON,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/06/1972,05/06/1972,05/06/1972,05/06/1972,05/06/1972,,
1001074488,PY,0,P275316,,HILL ST,ROSEVILLE,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/06/1972,05/06/1972,05/06/1972,05/06/1972,05/06/1972,,
1001080275,FF,0,P024967,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/07/1966,01/07/1966,01/07/1966,01/07/1966,,
1001080279,FF,0,P024963,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080283,FF,0,P024964,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080287,FF,0,P024965,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080291,FF,0,P024966,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080295,FF,0,P024957,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080299,FF,0,P024958,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080302,FF,0,P024961,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080307,FF,0,P024955,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080311,FF,0,P024956,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080314,FF,0,P024945,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080318,FF,0,P024944,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080322,FF,0,P024962,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080326,FF,0,P024946,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080330,FF,0,P024954,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080354,FF,0,P024959,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080357,FF,0,P024960,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080360,FF,0,P024950,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080368,FF,0,P024948,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080372,FF,0,P024949,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080381,FF,0,P024947,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080384,FF,0,P024953,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080389,FF,0,P024952,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080392,FF,0,P024951,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080464,FF,0,P024975,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080484,FF,0,P024972,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080488,FF,0,P024971,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080492,FF,0,P024970,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080496,FF,0,P024969,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080500,FF,0,P024968,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080504,FF,0,P024974,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080508,FF,0,P024981,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080511,FF,0,P024973,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080515,FF,0,P024980,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080520,FF,0,P024979,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080523,FF,0,P024978,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080527,FF,0,P024977,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080531,FF,0,P024976,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080575,FF,0,P024983,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001080579,FF,0,P024982,,WARRINGAH RD,KILLARNEY HEIGHTS,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,09/06/2011,01/03/1966,01/03/1966,01/03/1966,01/03/1966,,
1001085261,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF BOLLARD,NIL,BOLLARD,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085424,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085428,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085432,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085436,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085440,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085448,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085453,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085457,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085461,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085465,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF BOLLARD,NIL,BOLLARD,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085467,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF BOLLARD,NIL,BOLLARD,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085471,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085477,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085481,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085485,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085489,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085493,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF BOLLARD,NIL,BOLLARD,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085497,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF BOLLARD,NIL,BOLLARD,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085501,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF BOLLARD,NIL,BOLLARD,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085528,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085552,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF4*1000,4*1000W MBF,SUSPENDED,COLUMN 14M-15M,OH2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085556,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*400,400W MBF,3.5,COLUMN 7M-10M,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085628,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*80,80W MBF - SYLVANIA SUBUR,SUSPENDED,SUSPENDED,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085632,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*400,400W MBF,3.5,COLUMN 7M-10M,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085636,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*400,400W MBF,3.5,COLUMN 7M-10M,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085640,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF1*400,400W MBF,3.5,COLUMN 7M-10M,UG2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085644,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF4*1000,4*1000W MBF,SUSPENDED,COLUMN 14M-15M,OH2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
1001085647,SY,0,,,WESTERN DISTRIBUTOR,SYDNEY,3,MBF4*1000,4*1000W MBF,SUSPENDED,COLUMN 14M-15M,OH2,01/07/2020,01/01/2008,01/01/2008,01/01/2008,01/01/2008,01/01/2008,,
