Equipment,Map Section,SL ID,Old SL ID,House No.,Street,City,Rate,Lamp,Luminaire,Bracket,Support,Connection,Valid From Date,Lamp Date,Luminaire Date,Bracket Date,Support Date,Connection Date,Longitude,Latitude
1000966684,MO,0,P023166,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966689,MO,0,P023167,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966692,MO,0,P023168,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966696,MO,0,P023169,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966699,MO,0,P023152,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966703,MO,0,P023153,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966708,MO,0,P023154,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966713,MO,0,P023155,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966718,MO,0,P023146,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966724,MO,0,P023151,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966729,MO,0,P023177,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966733,MO,0,P023178,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966738,MO,0,P023179,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966743,MO,0,P023180,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,13/07/1977,13/07/1977,13/07/1977,13/07/1977,,
1000966748,MO,0,P023181,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966753,MO,0,P023175,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966759,MO,0,P023613,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966764,MO,0,P023614,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966769,MO,0,P023625,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966772,MO,0,P023626,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966777,MO,0,P023627,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966782,MO,0,P023612,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966787,MO,0,P023617,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966791,MO,0,P023618,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966797,MO,0,P023619,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966802,MO,0,P023610,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966806,MO,0,P023611,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966811,MO,0,P023624,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966816,MO,0,P023172,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966823,MO,0,P023173,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966828,MO,0,P023174,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966833,MO,0,P023623,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966838,MO,0,P023628,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966843,MO,0,P023697,,MERLIN ST,NEUTRAL BAY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966846,MO,0,P023620,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966851,MO,0,P023621,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966856,MO,0,P023622,,WARRINGAH FREEWAY,CAMMERAY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966862,MO,0,P023147,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966867,MO,0,P023218,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966872,MO,0,P023219,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966877,MO,0,P023220,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966882,MO,0,P023221,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966887,MO,0,P023222,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966893,MO,0,P023227,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966898,MO,0,P023212,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966903,MO,0,P023223,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966908,MO,0,P023224,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966913,MO,0,P023225,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966918,MO,0,P023226,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966923,MO,0,P023189,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966928,MO,0,P023190,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966933,MO,0,P023191,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966938,MO,0,P023192,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966943,MO,0,P023203,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966949,MO,0,P023188,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966954,MO,0,P023193,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966959,MO,0,P023194,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966964,MO,0,P023195,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1000966969,MO,0,P023196,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966974,MO,0,P023197,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966980,MO,0,P023211,,ARTHUR ST,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966988,MO,0,P023164,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966993,MO,0,P023165,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000966998,MO,0,P023156,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000970072,CA,895,,RMB 1175,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2271457,-33.4327921
1000970077,CA,896,,CnrPRidgeR,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2271443,-33.4321283
1000970081,CA,897,,10,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2273976,-33.4321218
1000970086,CA,899,,12,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2276140,-33.4318119
1000970090,CA,900,,23,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2277099,-33.4312939
1000970094,CA,941,,12,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2279708,-33.4313018
1000970098,CA,8307,,20mNofPRRd,PACIFIC HWY,CALGA,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,01/03/2016,02/07/2012,21/11/1991,21/11/1991,21/11/1991,151.2274837,-33.4315692
1000970125,CM,282,,NrPRExitRm,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2576999,-33.3115422
1000970130,CM,283,,NrPREntryR,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2575185,-33.3120621
1000970133,CM,284,,NrPREntryR,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2579654,-33.3124671
1000970137,CM,289,,CnExitRdPR,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,15/06/2018,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2560319,-33.3097866
1000970141,CM,290,,NrRMB3250,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,06/07/2020,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2556348,-33.3095840
1000970145,CM,291,,Opp 2,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/06/2020,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2552653,-33.3093955
1000970149,CM,379,,NrWFExitRm,PEATS RIDGE RD,CENTRAL MANGROVE,1,SON1*250 AR,250W SON ACTIVE REACTOR,2.0,WOOD POLE TRL,OH,01/07/2020,26/11/2017,26/11/2017,02/12/1991,02/12/1991,02/12/1991,151.2539016,-33.3094445
1000970153,CM,380,,OnWFExtRmp,PEATS RIDGE RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2543753,-33.3096602
1000970157,CM,381,,NrWFExtRmp,PEATS RIDGE RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2548585,-33.3098566
1000970160,CM,335,,CnGDownesD,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2372619,-33.3107950
1000970164,CM,339,,Near 820,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2360204,-33.3126775
1000970167,CM,341,,CnPRidgeRd,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2363035,-33.3116797
1000970171,CM,343,,NrPRidgeRd,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2363291,-33.3111106
1000970175,CM,344,,NrPRidgeRd,GEORGE DOWNES DR,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,21/11/1991,21/11/1991,21/11/1991,21/11/1991,151.2363545,-33.3107236
1000970231,CM,736,,NrWFRdOvrp,PEATS RIDGE RD,CENTRAL MANGROVE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2555509,-33.3106018
1000970233,CM,737,P028030,RamptoPRRd,WISEMANS FERRY RD,CENTRAL MANGROVE,1,SON1*250,250W SON,T2,WOOD POLE TRL,OH,01/07/2020,10/03/2017,25/09/2012,25/09/2012,25/09/2012,25/09/2012,151.2558659,-33.3092201
1000970236,CM,738,P021587,3PExitRmp,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,T2,WOOD POLE TRL,OH,01/07/2020,10/03/2017,25/09/2012,25/09/2012,25/09/2012,25/09/2012,151.2612128,-33.3120513
1000970240,CM,741,,CnrOffRamp,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,2.0,WOOD POLE NON-TRL,OH,01/07/2020,10/03/2017,04/12/2012,04/12/2012,05/12/2012,05/12/2012,151.2588500,-33.3109631
1000970244,CM,740,,1PExitRamp,PEATS RIDGE RD,PEATS RIDGE,1,SON1*250,250W SON,2.0,WOOD POLE TRL,OH,01/07/2020,10/03/2017,02/12/1991,02/12/1991,02/12/1991,02/12/1991,151.2597494,-33.3116431
1000975231,PE,4364,P028132,,STACEY ST,BANKSTOWN,1,SON1*250 AR,250W SON ACTIVE REACTOR,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,21/12/2017,25/09/2014,22/10/1987,22/10/1987,22/10/1987,151.0387789,-33.9286049
1000975233,PE,4365,P028130,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,22/10/1987,22/10/1987,151.0388304,-33.9281321
1000975235,PE,4366,P028131,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,22/10/1987,22/10/1987,151.0385484,-33.9281203
1000975237,PE,4367,P028133,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,31/10/2015,22/10/1987,151.0385189,-33.9285332
1000975383,PE,4506,P028145,21,WARREN AV,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,14/10/2020,14/10/2020,29/01/1987,29/01/1987,29/01/1987,151.0369403,-33.9327796
1000975436,PE,99145,P028134,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0381082,-33.9307685
1000975438,PE,99146,P028135,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0377978,-33.9307052
1000975440,PE,99147,P028136,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0379393,-33.9312064
1000975442,PE,99148,P028137,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0376317,-33.9311400
1000975443,PE,99149,P028138,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,01/08/2008,22/10/1987,01/08/2008,22/10/1987,151.0377705,-33.9316443
1000975446,PE,99150,P028139,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,01/08/2008,01/08/2008,22/10/1987,151.0374649,-33.9315793
1000975448,PE,99151,P028140,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0376057,-33.9320861
1000975450,PE,99152,P028141,,FAIRFORD RD,BANKSTOWN,1,MBF1*250,250W MBF,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,21/12/2017,22/10/1987,01/08/2008,22/10/1987,151.0373020,-33.9320082
1000975452,PE,99153,P028142,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0374619,-33.9324992
1000975454,PE,99154,P028143,,FAIRFORD RD,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 7M-10M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,01/08/2008,22/10/1987,151.0371528,-33.9323939
1000979004,MO,0,P023157,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979008,MO,0,P023158,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979013,MO,0,P023163,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979018,MO,0,P023148,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979024,MO,0,P023149,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979029,MO,0,P023150,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979034,MO,0,P023161,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979039,MO,0,P023162,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979044,MO,0,P023216,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1000979049,MO,0,P023217,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
